1916,1984,
1935,1974,
1921,1923,
1934,1979,
1916,1921,
1961,1983,
1929,1960,
1931,1941,
1964,1971,
1909,1975,
1900,1950,
1909,1994,
1952,1974,
1936,1968,
1901,1913,
1956,1996,
1913,1946,
1924,1959,
1922,1925,
1935,1968,
1940,1996,
1903,1950,
1969,1988,
1965,1968,
1933,1934,
1928,1963,
1945,1974,
1920,1940,
1903,1942,
1958,1979,
1924,1971,
1900,1947,
1917,1929,
1901,1941,
1912,1929,
1909,1924,
1902,1983,
1915,1925,
1929,1983,
1930,1991,
1913,1950,
1943,1972,
1943,1971,
1978,1993,
1972,1988,
1912,1987,
1900,1924,
1939,1986,
1939,1984,
1944,1948,
1976,1978,
1901,1926,
1966,1985,
1902,1956,
1903,1959,
1942,1994,
1972,1977,
1923,1964,
1978,1997,
1902,1911,
1967,1990,
1910,1938,
1904,1942,
1981,1982,
1922,1942,
1940,1996,
1932,1957,
1922,1968,
1945,1957,
1913,1992,
1962,1986,
1968,1978,
1924,1983,
1912,1980,
1916,1977,
1940,1976,
1907,1985,
1905,1982,
1975,1976,
1943,1948,
1971,1988,
1963,1980,
1909,1915,
1919,1999,
1919,1977,
1938,1977,
1904,1997,
1945,1976,
1937,1955,
1945,1995,
1922,1985,
1945,1977,
1926,1935,
1921,1970,
1904,1986,
1943,1962,
1922,1955,
1954,1992,
1962,1964,
1944,1984,
1975,1978,
1908,1968,
1915,1918,
1921,1961,
1918,1955,
1904,1963,
1972,1994,
1932,1959,
1977,1988,
1964,1973,
1912,1987,
1971,1981,
1911,1965,
1969,1997,
1908,1930,
1906,1967,
1900,1933,
1957,1985,
1935,1971,
1978,1988,
1956,1973,
1909,1959,
1960,1987,
1911,1983,
1948,1996,
1922,1975,
1916,1992,
1944,1975,
1924,1928,
1906,1908,
1910,1995,
1929,1954,
1944,1998,
1909,1927,
1926,1978,
1971,1977,
1976,1998,
1949,1987,
1941,1996,
1920,1966,
1946,1970,
1910,1948,
1931,1986,
1918,1988,
1905,1984,
1941,1993,
1924,1953,
1960,1994,
1919,1960,
1948,1962,
1912,1979,
1915,1961,
1942,1988,
1910,1989,
1905,1922,
1949,1970,
1933,1957,
1945,1950,
1963,1996,
1918,1999,
1933,1986,
1914,1960,
1938,1952,
1918,1999,
1910,1969,
1932,1950,
1924,1980,
1973,1989,
1914,1993,
1968,1981,
1963,1989,
1960,1985,
1959,1980,
1957,1994,
1942,1944,
1932,1936,
1904,1990,
1951,1983,
1920,1941,
1914,1926,
1911,1975,
1906,1929,
1952,1994,
1903,1986,
1925,1952,
1915,1934,
1947,1963,
1921,1967,
1929,1951,
1967,1977,
1937,1996,
1956,1998,
1928,1968,
1944,1966,
1977,1981,
1975,1987,
1982,1995,
1957,1993,
1904,1941,
1938,1950,
1970,1985,
1955,1970,
1943,1977,
1955,1982,
1923,1997,
1958,1979,
1968,1977,
1927,1983,
1966,1974,
1954,1971,
1907,1933,
1905,1975,
1928,1935,
1927,1949,
1951,1992,
1944,1989,
1970,1982,
1916,1992,
1903,1978,
1944,1968,
1966,1971,
1922,1942,
1909,1923,
1974,1985,
1918,1923,
1932,1986,
1918,1952,
1953,1978,
1972,1978,
1974,1994,
1935,1956,
1946,1982,
1978,1986,
1917,1985,
1912,1990,
1916,1925,
1901,1985,
1980,1993,
1953,1955,
1901,1962,
1918,1927,
1941,1970,
1916,1929,
1954,1969,
1980,1986,
1900,1981,
1917,1959,
1986,1992,
1905,1931,
1951,1977,
1952,1993,
1960,1982,
1941,1971,
1927,1951,
1962,1968,
1920,1996,
1920,1959,
1961,1993,
1959,1994,
1916,1983,
1928,1954,
1928,1962,
1957,1969,
1952,1992,
1917,1974,
1933,1979,
1978,1983,
1940,1956,
1908,1916,
1918,1944,
1969,1991,
1916,1953,
1913,1998,
1931,1964,
1957,1973,
1931,1956,
1905,1983,
1945,1997,
1934,1968,
1926,1948,
1916,1975,
1907,1919,
1950,1977,
1922,1987,
1960,1994,
1930,1964,
1955,1961,
1909,1987,
1908,1910,
1911,1974,
1913,1981,
1924,1990,
1900,1974,
1901,1977,
1922,1961,
1957,1997,
1941,1951,
1912,1965,
1953,1991,
1905,1967,
1956,1965,
1937,1982,
1924,1992,
1944,1980,
1920,1995,
1962,1968,
1935,1939,
1970,1981,
1921,1923,
1931,1952,
1931,1939,
1925,1980,
1924,1928,
1942,1954,
1952,1983,
1926,1972,
1981,1987,
1922,1957,
1945,1999,
1920,1934,
1927,1941,
1917,1973,
1904,1921,
1966,1992,
1934,1946,
1924,1996,
1933,1993,
1922,1993,
1935,1955,
1911,1973,
1912,1950,
1905,1933,
1920,1957,
1964,1980,
1900,1959,
1948,1976,
1900,1924,
1916,1975,
1919,1951,
1981,1995,
1912,1952,
1902,1947,
1939,1990,
1921,1990,
1930,1977,
1926,1944,
1900,1934,
1931,1979,
1910,1919,
1937,1965,
1928,1944,
1906,1990,
1900,1969,
1906,1932,
1900,1999,
1901,1991,
1927,1944,
1928,1998,
1930,1966,
1939,1976,
1950,1953,
1981,1987,
1949,1959,
1935,1994,
1901,1992,
1942,1989,
1958,1964,
1934,1962,
1905,1957,
1942,1979,
1908,1972,
1902,1903,
1974,1980,
1941,1999,
1926,1943,
1921,1985,
1910,1944,
1998,1999,
1920,1948,
1921,1950,
1935,1982,
1940,1978,
1950,1996,
1936,1987,
1902,1981,
1945,1949,
1920,1991,
1939,1959,
1937,1965,
1904,1989,
1949,1987,
1929,1946,
1979,1993,
1938,1946,
1916,1934,
1917,1974,
1904,1931,
1910,1945,
1902,1965,
1972,1992,
1936,1983,
1970,1998,
1922,1953,
1912,1959,
1902,1982,
1980,1992,
1984,1985,
1931,1938,
1926,1953,
1933,1956,
1965,1988,
1953,1987,
1941,1982,
1952,1955,
1901,1965,
1954,1977,
1958,1961,
1925,1952,
1974,1997,
1939,1977,
1911,1975,
1934,1945,
1911,1939,
1902,1985,
1913,1964,
1950,1998,
1902,1966,
1969,1978,
1963,1990,
1925,1933,
1951,1998,
1933,1985,
1943,1974,
1910,1951,
1931,1939,
1901,1931,
1903,1921,
1946,1965,
1935,1984,
1940,1970,
1903,1907,
1906,1973,
1974,1977,
1906,1913,
1907,1916,
1911,1973,
1945,1958,
1909,1990,
1931,1951,
1982,1999,
1941,1972,
1930,1937,
1904,1958,
1909,1967,
1955,1969,
1944,1947,
1916,1993,
1947,1981,
1922,1939,
1916,1960,
1902,1948,
1916,1973,
1911,1920,
1945,1965,
1902,1935,
1901,1940,
1935,1969,
1969,1986,
1954,1997,
1907,1952,
1912,1962,
1929,1989,
1916,1925,
1987,1997,
1946,1963,
1959,1998,
1945,1987,
1936,1982,
1907,1978,
1928,1948,
1957,1984,
1907,1951,
1929,1995,
1903,1997,
1923,1994,
1972,1989,
1916,1995,
1977,1999,
1986,1998,
1986,1997,
1991,1992,
1936,1937,
1916,1932,
1957,1974,
1940,1974,
1915,1948,
1984,1994,
1922,1989,
1934,1990,
1935,1993,
1911,1965,
1933,1963,
1914,1973,
1928,1975,
1957,1995,
1979,1992,
1981,1983,
1901,1913,
1909,1920,
1919,1966,
1946,1993,
1918,1977,
1915,1936,
1908,1915,
1908,1916,
1907,1915,
1977,1993,
1911,1994,
1936,1949,
1950,1988,
1941,1958,
1913,1922,
1933,1945,
1903,1953,
1979,1993,
1911,1966,
1900,1948,
1911,1926,
1931,1998,
1961,1993,
1925,1950,
1919,1958,
1955,1985,
1953,1993,
1961,1973,
1932,1958,
1907,1971,
1941,1957,
1948,1975,
1913,1936,
1918,1978,
1921,1947,
1951,1995,
1927,1944,
1912,1998,
1965,1984,
1940,1995,
1904,1943,
1945,1982,
1900,1915,
1917,1980,
1923,1981,
1912,1917,
1926,1985,
1979,1989,
1963,1978,
1913,1966,
1928,1947,
1908,1962,
1916,1957,
1974,1994,
1958,1971,
1940,1944,
1955,1966,
1960,1997,
1946,1956,
1976,1996,
1934,1992,
1920,1928,
1963,1993,
1902,1944,
1935,1945,
1910,1947,
1906,1995,
1924,1951,
1902,1945,
1900,1928,
1981,1984,
1901,1906,
1990,1995,
1906,1965,
1919,1988,
1912,1991,
1925,1999,
1948,1962,
1979,1992,
1904,1922,
1922,1973,
1942,1994,
1927,1982,
1913,1925,
1929,1979,
1924,1986,
1905,1929,
1901,1931,
1934,1952,
1933,1952,
1908,1956,
1929,1931,
1902,1941,
1919,1928,
1958,1985,
1924,1948,
1947,1979,
1952,1978,
1906,1990,
1918,1944,
1942,1984,
1958,1967,
1922,1999,
1935,1980,
1956,1993,
1933,1966,
1940,1945,
1950,1998,
1942,1954,
1933,1982,
1947,1967,
1921,1942,
1914,1937,
1989,1998,
1951,1955,
1961,1973,
1903,1928,
1966,1978,
1953,1971,
1980,1992,
1953,1973,
1918,1947,
1925,1998,
1913,1958,
1904,1992,
1961,1970,
1940,1991,
1904,1996,
1906,1915,
1931,1937,
1912,1993,
1915,1952,
1926,1970,
1964,1996,
1912,1954,
1903,1940,
1902,1999,
1975,1999,
1926,1970,
1922,1946,
1925,1932,
1957,1998,
1905,1997,
1919,1949,
1911,1979,
1913,1970,
1920,1975,
1928,1951,
1948,1984,
1927,1955,
1927,1992,
1919,1989,
1980,1986,
1972,1980,
1945,1993,
1922,1936,
1903,1963,
1978,1993,
1912,1982,
1942,1989,
1913,1964,
1923,1971,
1948,1996,
1912,1962,
1918,1938,
1991,1994,
1955,1992,
1962,1980,
1920,1929,
1920,1981,
1941,1979,
1945,1968,
1954,1982,
1922,1990,
1941,1966,
1927,1958,
1976,1984,
1929,1944,
1971,1975,
1914,1949,
1902,1932,
1904,1991,
